gene	leverage
DPPA4	-0.2638
KIR3DL1	-0.1748
CLEC3B	-0.8267
APP	0.7284
EIF4E	0.2364
HMGA1	-0.1202
EIF3A	-0.1549
E2F1	0.4792
RXRA	0.5786
DKC1	0.0114
CCND2	-0.1175
MYC	0.6299
NCOA3	0.4101
PPP2CB	0.248
RXRB	0.3332
RXRG	0.3377
CARM1	0.111
MED1	0.2089
HSP90AA1	0.5892
INS	0.262
PTGES3	0.0021
PPP2R1A	0.4789
PSMC4	0.3193
PRKCB	0.4262
PRKCZ	0.2391
KIT	0.1657
PDK2	-0.2318
MDM4	-0.2406
INSR	0.2235
EIF4G1	0.17
AKT1S1	-0.3967
DEPTOR	-0.4507
FOXA2	0.3308
IL2	0.0079
LAMTOR1	-0.0021
LAMTOR2	-0.0281
LAMTOR3	0.1121
LAMTOR4	-0.0493
LAMTOR5	0.2018
MLST8	0.0546
PPP2R1B	-0.041
PPP2R2A	0.0274
PPP2R2B	-0.206
RAPTOR	-0.4483
RHEB	0.0486
RICTOR	-0.104
BCR/ABL	-0.808
CD79A	0.5288
CD79B	-0.1436
ESR2	0.4909
GLI1	0.0412
IGBP1	-0.2292
IGF1	-0.1227
IGF1R	0.2091
IRS2	-0.1398
IRS4	-0.0658
KITLG	-0.2101
MEF2A	0.1814
MITF	-0.254
PDCD4	-0.622
PPM1D	-0.2814
RRAGA	0.0079
RRAGB	0.0163
RRAGC	0.0259
RRAGD	0.0129
SLC38A9	-0.2548
TLK2	-0.4774
URI1	-0.4769
OTX1	0.3556
POU4F2	0.144
PHLDA1	-0.4397
PACSIN3	-0.3631
NUFIP2	-0.1276
IER3	-0.6499
TESK2	-0.5512
SHBG	0.2712
TAX1BP1	0.1124
SOD1	0.2269
HEL-176	-0.2218
IPO9	-0.5954
NCF4	-0.4586
CYBA	-0.2996
NCF2	-0.3469
CYBC1	0.0141
IRF8	0.4731
STAT1	0.8266
CASP1	0.0641
VCAM1	0.3218
BTK	0.2033
IRF1	0.0551
MAPK11	0.3398
MAPK12	0.2576
MAPK14	0.5104
SPI1	0.4819
RIPK3	-0.139
MAPK13	0.2255
IL18RAP	-0.2402
NAMPT	-0.6466
AGER	-0.3763
CD53	0.2372
CSF2RB	0.0599
EVI2B	-0.1427
IL2RG	0.1727
LTB4R	-0.875
NOX4	-0.8177
NRROS	-0.8867
RNASE6	-0.7263
S100A8	-0.3041
S100A9	-0.3324
SELL	-0.099
TLR2	-0.2126
VIM	0.4573
YWHAG	0.6702
KCNJ12	-0.1525
BEGAIN	-0.0545
GOLGA2	0.729
TSC22D4	0.0207
CALCOCO2	0.5109
USHBP1	0.534
KRT15	0.3905
LDOC1	0.2153
HOOK2	0.295
CCDC57	0.4008
CARD9	0.188
DCC	-0.2104
DOCK1	-0.1291
NTN1	-0.2219
TRIO	-0.416
LYN	0.4974
TPM1	0.1797
TPM2	0.1446
CPNE1	-0.4342
CPNE2	-0.491
CPNE4	-0.3824
TGM2	-0.0879
PLD2	-0.324
XPO6	-0.8949
HNRNPU	0.1494
MAP2	-0.4069
CAPZA1	0.0312
GNA12	0.0261
SPTAN1	0.1286
PDLIM5	-0.5617
S100A11	-0.7618
TPM3	0.2186
SYNJ2BP	-0.3425
RAB4A	-0.1543
CSNK1A1	0.0841
CLNS1A	-0.4309
TANC1	-0.7096
NRAP	-0.6441
ALOX5	-0.1901
CCT5	0.1107
POLR2A	0.4656
TNNI2	-0.1074
PFDN4	-0.3754
NCALD	-0.0395
NOS2	-0.2548
C20orf20	-0.7097
EMD	0.25
SVIL	-0.0745
CDK5R2	-0.9006
FLII	-0.5619
NEBL	-0.4716
CLIC4	-0.7138
PFDN1	0.1621
SSH1	-0.6313
SSH2	-0.7658
SSH3	-0.7326
P2RX7	-0.3851
HNRNPAB	-0.4716
ACTC1	0.2472
PCYT1A	-0.5043
EPB49	-0.6565
NT5E	-0.7206
MX1	-0.5064
MAP1B	-0.252
PTN	0.3471
VSNL1	-0.2587
HSD17B4	-0.6196
CNN2	-0.9785
LMOD1	-0.442
CCT4	0.0785
CCT2	0.0429
SCN10A	-0.9425
MYO18B	-0.9611
TMSL1	-0.9962
TMSL4	-0.9962
CCT8	0.11
ABRA	-0.901
DUSP19	-0.7832
RNF4	0.2509
HNRNPD	0.2495
TK1	0.538
RCC1	-0.0442
ANXA7	0.3269
KAT5	0.5154
KHDRBS1	-0.0833
POT1	0.6369
TTR	-0.04
NCOA6	0.1062
H2AX	-0.254
ACD	0.2476
CFTR	0.1766
FABP4	-0.3284
RPL10A	0.018
SETD3	-0.8252
PROSER2	-0.8214
NAA80	-0.7553
CORO1C	-0.8156
RUVBL2	0.1163
RUVBL1	0.2854
SMN1	0.3827
SMN2	0.3248
RELA	0.6476
HNRNPC	0.1462
ETS1	0.3354
SMARCA5	0.1528
COPS5	0.5521
ACTR5	-0.5306
ACTR8	-0.5578
B2M	0.2229
BAZ1B	-0.3337
BBS4	-0.1581
BCLAF1	0.0456
BRD8	-0.4192
CCNT2	0.1435
CCT3	0.1972
CCT6A	-0.0768
CCT7	-0.063
CD3EAP	-0.4633
CENPA	0.2328
CETN2	0.1508
CLASP1	0.186
COPS2	0.3957
COPS3	0.3809
COPS4	0.3647
COPS6	0.5017
COPS7A	0.3506
COPS7B	0.3529
COPS8	0.3468
COTL1	-0.7956
CUL4A	-0.0122
CUL4B	-0.035
DDB1	0.2213
DDB2	-0.2384
DDX21	-0.2286
DEK	-0.1679
DMAP1	0.0119
EP400	-0.2983
EPC1	-0.4342
ERCC6	-0.1702
FBXO25	-0.7259
FSCN1	-0.6498
FSCN2	-0.9618
FSCN3	-0.9618
GNB4	0.1974
GPS1	0.354
GTF2A1	0.0251
GTF2B	0.0968
GTF3A	-0.2681
H4C1	0.595
HNRNPA1	0.2749
HSPA5	0.3015
ING3	-0.4164
INO80	-0.4515
INO80B	-0.1055
INO80C	-0.557
INO80D	-0.5598
INO80E	-0.3441
IRF-1	-0.8261
IRF2	-0.2951
IRF3	0.2198
IRF7	0.007
KAT2B	0.4205
MCRS1	0.3533
MEAF6	-0.3208
MGMT	-0.9114
MORF4L1	0.1407
MORF4L2	0.0625
MRGBP	-0.3115
MYBBP1A	-0.3329
NFRKB	-0.5114
NR3C1	0.4516
NUS1	-0.6936
PFDN2	-0.1899
PFDN5	0.3388
POLR1A	-0.2746
POLR1B	-0.2553
POLR1C	0.3816
POLR1D	-0.0302
POLR1E	-0.3936
POLR2	-0.4865
POLR2F	0.4692
POLR2H	0.469
POLR2K	0.465
POLR2L	0.4925
PWP1	-0.7575
RAD1	-0.1023
RAD23B	-0.0142
RBX1	0.4891
RPA1	0.4496
RPL15	0.0228
RPS27	0.3965
RRN3	-0.4233
SF3B1	0.1716
SFN	0.449
SKI	-0.4571
STX7	0.2401
TAF1A	-0.3695
TAF1B	-0.3581
TAF1C	-0.3132
TAF1D	-0.1324
TAF7	-0.0863
TBP	0.4401
TCP1	-0.0324
TFPT	-0.1995
TRRAP	-0.0746
TWISTNB	-0.4811
UBASH3B	-0.3764
UCHL5	-0.2939
VBP1	-0.1794
VPS72	-0.413
XPC	-0.3768
YEATS4	-0.2096
YWHAQ	0.4738
SYN1	-0.5527
PLAUR	-0.0496
DNM1	-0.0091
TERF1	0.6612
SEPT5	-0.2305
RPS10	0.1823
DLST	-0.0499
RAP1GAP	-0.3259
PTPRS	-0.1176
CCDC113	-0.8562
IVNS1ABP	-0.6402
RNF146	-0.4729
FAM173A	-0.7558
FLT3LG	-0.6739
IK	-0.42
DDX11	-0.3885
GOLGB1	-0.1847
NDUFB8	0.1926
Q5T3S7	-0.7423
Q6ZQQ5	-0.6998
CDCREL-1	-0.9362
SEPTIN5	-0.3832
ANTKMT	-0.5368
HSPA1B	0.2406
APBB1IP	-0.4429
DIAPH2	-0.25
EPB41	-0.1284
VHL	0.1838
SLC2A4	-0.0075
ATP1A1	-0.3627
TPI1	-0.3625
LIMK1	-0.2574
TESK1	-0.579
LIMK2	-0.561
HSPH1	-0.5607
NRK	-0.9215
MYCBP	-0.2355
CLCN5	-0.8997
MAPK8IP2	0.268
MAP3K7IP1	0.1046
A8MTJ1	-0.0192
ARRB2	0.8336
ARRB1	0.839
PSEN1	0.3038
TAB1	0.227
NTRK1	0.5249
ERBB4	0.1825
NME2	-0.1545
ARF4	-0.1224
CAPZA2	0.1122
CAT	-0.3883
CDC73	0.1294
CSRP1	-0.7927
GRK5	0.2008
HSPA9	0.2084
HUNK	-0.9086
IKBKG	0.4456
MYO18A	-0.3291
PACSIN1	-0.1141
PPIA	0.0596
RPS6KB2	-0.413
UFM1	-0.3516
RAB2A	0.1089
TRIM7	-0.1723
CSRP3	-0.4413
GNB2L1	-0.2778
GIT1	0.0048
XRN2	0.0064
ALDH2	-0.2287
PSME1	0.1272
ENOX1	-0.6695
POLA2	0.1579
KIAA1377	0.0928
OFD1	0.0216
UPF3B	0.2037
PDHA1	-0.1471
RPL6	0.1688
WFS1	-0.7909
CRELD1	-0.7039
FUNDC2	-0.247
C4orf27	-0.9778
MRPS31	-0.0272
USP33	-0.3587
SEPT3	-0.8939
ACAP3	-0.5321
OS9	-0.1813
C1orf103	0.2276
ABCF1	-0.8241
MEOX2	0.8361
VAC14	0.4258
PLK1	0.562
E9PEY5	-0.9732
F8VXI5	-0.8034
FBL	0.132
RPL4	0.0992
RPL3	0.0266
RPL5	0.2158
RPL34	-0.0468
NPEPPS	-0.9487
RPL37A	0.0245
RPS15A	0.3247
RPS4X	0.1787
RPL31	0.0232
RPL18A	0.1129
Q08G24	-0.3186
Q5STZ7	-0.9778
Q5T7M8	-0.778
CLEC4G	-0.055
Q86SZ9	-0.8453
EBNA1BP2	-0.0512
Q9HBB3	-0.9778
ZBTB26	-0.2446
HPF1	-0.6406
CEP126	0.1832
SEPTIN3	-0.552
RPL9	0.1461
RPL9P7	-0.277
RPL9P8	-0.277
RPL9P9	-0.277
EIF3I	-0.0621
EIF3J	-0.2729
PSMB3	0.1669
RPL7	0.1816
CNBP	-0.1298
PUM3	-0.3488
RPL23	0.0948
ZNF622	-0.4026
GTPBP4	-0.0086
NOP58	0.0882
RPS5	0.2956
DDX27	-0.473
NOP2	-0.1088
WDR12	-0.1404
WDR37	-0.6124
WDR74	-0.2898
PPAN	-0.5206
RPL13A	0.1385
RPLP0	0.0317
SBDS	-0.5681
EIF3E	-0.0619
EIF3K	-0.3156
NMD3	-0.7049
RRP15	-0.9778
SH3KBP1	0.1602
ADRB1	-0.3337
ITCH	-0.1345
SH3GL3	0.2037
MAP4K3	-0.8242
PDCD6IP	-0.1514
ATXN2	-0.1922
SLC17A7	-0.5983
IL6	-0.089
EGFL6	-0.9614
TCEA2	0.2302
HLA-DQA1	0.1475
ERH	-0.4049
SH3GL1	-0.1162
ARNT2	-0.0635
Q5VYA4	-0.7671
PPP6R1	-0.5531
Q5JPT6	-0.6643
DPYSL4	-0.4479
PHF2	-0.7341
F13A1	-0.4482
IGHM	-0.1039
TYMS	-0.5458
C8G	-0.4561
GSTM3	-0.2615
GCH1	-0.4008
LCP2	0.1697
CBLB	-0.1977
ZXDC	-0.4167
MAST2	-0.5073
PPP1R21	-0.9418
PAXIP1	-0.0157
TIAM2	-0.6201
Q8IZH9	-0.9852
VWA5B2	-0.9545
REPS2	-0.4177
PRR14	-0.925
DACT1	-0.5197
ZNF219	-0.5463
ZNF580	-0.6152
CABIN1	-0.5206
AGFG1	-0.4113
APOB	0.1456
AREG	-0.007
AVP	-0.1059
AVPR2	-0.3423
BTC	-0.1672
CBL	0.3552
CD3D	0.1125
CD3G	0.2738
CD4	0.2557
CHRM2	-0.1775
EGF	0.224
EPGN	-0.2989
EPN2	-0.0616
EPS15L1	-0.2909
EREG	-0.1049
FZD4	0.0388
HBEGF	-0.0048
HGS	0.555
IGF2R	-0.1941
KIAA0319	-0.5189
LDLR	-0.2436
LRP2	0.2226
M6PR	-0.1982
PICALM	-0.3431
RPS27A	0.7636
SCARB2	-0.4128
ADAM9	-0.663
AP1B1	-0.0263
AP1G1	0.0486
AP1S1	-0.3345
AP1S2	-0.3204
AP1S3	-0.3993
ARF1	0.1676
ARHGAP8	-0.5883
ASAP1	-0.356
CBLC	-0.2853
CD2AP	-0.2896
CD74	0.1272
CHRM4	-0.4535
DNAL4	-0.4662
FGFR2	0.1703
FGFR3	0.1986
FGFR4	0.2324
HGF	-0.1124
HLA-DPA1	0.1745
HLA-DPB1	0.1022
HLA-DQA2	0.0723
HLA-DQB1	0.156
HLA-DQB2	0.0369
HLA-DRA	0.2527
HLA-DRB1	0.2499
HLA-DRB3	0.0963
HLA-DRB4	0.0909
HLA-DRB5	0.0731
KIF4A	-0.2713
KIF4B	-0.3322
L1CAM	-0.0594
MET	0.3076
NGF	-0.0294
OPHN1	-0.7176
PDGFRA	0.3335
PTPN3	-0.3531
RAPH1	-0.8532
RASD1	-0.4052
RPS6KA4	-0.693
SLC18A3	-0.3219
SLC2A8	-0.5672
SPRY1	-0.0441
SPRY2	0.1268
SRGAP3	-0.5458
STAM2	-0.0946
STON2	-0.452
SYT1	0.1713
SYT2	-0.0514
SYT9	-0.3207
TF	-0.0521
TFRC	-0.1708
TGFA	0.0392
UBA52	0.745
UBC	0.7751
VAMP2	0.2629
VAMP3	0.2213
VAMP4	0.0757
VAMP7	-0.2049
VAMP8	-0.2024
WNT5A	-0.0236
RACGAP1	0.0109
-	0.2376
EFNA3	-0.3386
GRK6	0.1798
FXR1	0.0254
TCF12	0.6392
SHMT1	-0.6379
TMEM222	-0.2549
SLC25A6	-0.2028
RECQL4	-0.8641
PDDC1	-0.9412
PHF23	-0.8876
NIPBL	-0.0794
NCAPD3	-0.4522
ODF2L	-0.7496
NOC4L	0.006
TRAPPC4	-0.1808
SEC11C	-0.0874
C9JWR9	-0.1357
I7HJJ0	-0.787
GATD1	-0.9412
CHP1	-0.2306
Q9UMD0	-0.8488
PAK1	0.238
SYTL1	-0.738
TRIM9	-0.3695
NOXA1	0.0398
GAA	-0.6122
SFRS2	-0.3904
MYBPC3	-0.2698
GMNN	-0.2547
MGAM	-0.8854
FASLG	0.0302
IL4R	-0.0106
NFKB1	0.6855
ACVR1	0.3319
ACVR2A	0.1345
ACVR2B	0.1581
FCER1G	0.3323
ICAM3	-0.4217
IFI30	-0.3518
IRAK4	0.0968
NOX1	-0.6151
NOX3	-0.8361
PRKCG	0.294
TYROBP	0.0668
PSTPIP1	-0.1346
DNMBP	-0.4793
C3orf10	-0.8839
PRKAR2A	0.0081
IL12A	-0.0464
IL8	-0.6711
GNAI1	0.6536
EFHC1	0.0841
ABI3	0.0598
ING5	-0.1187
NCK2	0.4556
OSTF1	-0.2036
CCDC196	-0.4385
IFT20	0.2087
ABI2	0.4156
NYAP2	-0.8004
STP	-0.8043
WASHC3	0.0326
ARHGDIA	-0.0168
PDIA3	-0.0334
PDIA6	-0.4663
CALR	0.1979
STIP1	0.1205
PHB	-0.1653
PRDX4	0.0504
NFKBIA	0.1412
HNRNPL	-0.0654
PA2G4	-0.56
VDAC1	0.2095
PPA1	-0.6563
LMNB1	-0.0014
STRAP	-0.3504
PRDX6	-0.1322
IDH3A	-0.1537
VCP	0.4277
PGK1	-0.2116
PRPS1	-0.3182
DNAJB11	-0.2884
HNRNPF	0.1769
HNRNPH1	0.1191
IMPDH2	-0.5684
PAFAH1B3	-0.2267
DNAJA1	-0.1096
UBE2V1	-0.016
SPINT2	-0.3336
PRDX3	-0.3706
TOP2A	-0.2338
SF3B4	0.1124
HSPD1	0.0519
RPSA	0.2588
ATP5B	-0.2414
ENO2	0.1038
GSTP1	-0.2607
PSMC2	0.3137
PRDX2	-0.2077
ACO2	-0.085
TXNL1	-0.4722
C1orf128	-0.9649
G6PD	-0.729
PHGDH	-0.52
IDH1	-0.5304
LDHB	-0.8484
ACADM	-0.472
STOML2	-0.2292
GMPS	-0.4541
ZNF259	-0.9539
MRPS22	-0.0006
TUBA1C	-0.1426
RANBP2	0.2775
PIAS4	0.1408
NR5A1	-0.0974
NR5A2	-0.2163
FTF	-0.9556
PIM1	-0.3122
PDGFRB	0.3734
ERBB2	0.4871
LCK	0.3914
GAB1	0.1908
CDH2	0.0015
EPOR	0.0223
TEC	-0.0828
NSF	0.2025
TEK	-0.0152
EGR1	0.6183
WNT3A	-0.0376
RAB29	-0.6328
PTPRC	0.0835
SCAMP2	-0.4377
RPL8	0.0599
ZBTB5	-0.3158
MUC1	0.4712
MUC12	0.1991
MUC13	0.2304
MUC15	0.2294
MUC16	0.2647
MUC17	0.2433
MUC19	0.2304
MUC2	0.2051
MUC20	0.2181
MUC21	0.2304
MUC3A	0.2304
MUC3B	0.2304
MUC4	0.2156
MUC5AC	0.1927
MUC5B	0.2304
MUC6	0.2387
MUC7	0.351
MUCL1	0.2058
ACAN	0.2155
LUM	0.0959
FMOD	0.0751
KERA	0.1
OGN	0.0182
OMD	0.1275
PRELP	0.0733
TLE3	-0.24
NCL	0.0876
S100B	-0.0915
CANX	0.1665
XRCC5	0.2318
DDX5	0.2099
COPB2	0.0204
PABPC1	0.2536
ARL4D	-0.1789
PHYHIP	-0.0317
PSMC3	0.3648
PSMD2	0.4062
ILF3	-0.479
SEC23A	0.1044
MME	-0.473
CNDP2	-0.5275
ACSL3	-0.5727
FASN	-0.2709
MAOA	-0.7153
LDHA	-0.2728
PKM2	-0.5791
RPN2	-0.1081
TARS	-0.6853
SHMT2	-0.7657
EEF2	-0.0714
EEF1G	0.297
EIF2S3	-0.0805
RPS3	0.2659
RPL24	0.0508
RPS16	0.2749
RPS8	0.3159
RPS20	0.1695
ZNF155	-0.8935
RPS26	0.1464
DDX1	-0.3527
UPF1	-0.0356
EWSR1	0.5296
TAF9	0.1491
AK6	-0.6122
MCC	0.1967
SERPINB8	-0.766
ABL2	-0.2269
ADCY1	-0.4073
GDI1	0.3467
GDI2	0.2997
HEL-S-37	-0.6994
ISYNA1	-0.6241
PLS1	-0.3889
PLS3	-0.279
ROBO1	-0.1676
SLIT2	-0.4217
KDR	0.15
IFNGR2	0.1569
SUPT4H1	-0.0191
FDFT1	-0.3687
GSC2	0.0923
GPI	-0.4732
ANXA1	-0.1844
KCNMA1	-0.1541
PDCD6	-0.1942
ADRBK1	-0.356
GNAI2	0.656
SAA1	-0.6017
CCR1	0.1229
GNAI3	0.6474
GNAT3	0.6608
GNG2	0.7635
GPSM1	0.6196
GPSM3	0.6697
HRAS	0.5465
GRK2	0.8641
GNA15	0.5584
C5	0.0591
FPR3	-0.6207
MAP2K7	-0.034
PIK3C2G	-0.2087
PIK3CG	0.01
TOM1L1	-0.0728
CLIC5	-0.773
FHIT	-0.6596
ACTG2	0.0641
BID	-0.0559
PIKFYVE	-0.1283
PIP4K2A	-0.2144
PIP4K2B	-0.1857
PIP4K2C	-0.2862
PIP5K1A	-0.2265
PIP5K1B	-0.3168
PLCG2	0.452
RABL2B	-0.5513
STM7	-0.3491
MAPKAPK2	-0.3881
IL24	-0.1987
HLA-A	0.3111
LYPD3	-0.5936
THRSP	-0.6181
GREB1	-0.7697
SCGB2A2	-0.5556
KLK6	-0.6389
ARHGEF12	-0.3324
CXCR4	0.245
KRAS	0.4628
NRAS	0.4
RRAS2	0.0099
MRAS	-0.1162
RRAS	0.0352
KSR1	-0.3864
RAF1	0.3571
IKBKE	0.0224
HLA-G	0.1436
CD209	-0.3723
CLEC4M	-0.5938
CLEC7A	-0.023
CYLD	-0.4067
PLK3	-0.4745
JAK3	0.1766
TEX11	0.3979
AVIL	-0.7046
ILK	0.1059
APLP1	-0.0751
IGSF21	-0.0599
KRTAP8-1	0.1011
AKAP8L	-0.1174
KRT36	-0.0231
COG6	0.274
GOLGA6L9	0.5437
UHMK1	-0.4483
RBPMS	0.6197
KRT40	0.7196
PNMA1	0.4362
GRB7	-0.0087
UNC119	0.3228
FAM118B	-0.2297
KRT13	0.0463
TRIM23	0.4695
H0Y415	-0.1849
ALAS1	0.1594
MLH1	0.3224
TLE1	0.2
TRAF3	0.2225
CASP8	0.3803
VAMP1	-0.2031
PLP2	0.1767
IGHD	-0.316
BCAP29	-0.6239
PTPLB	-0.9565
TIMMDC1	0.3791
TMEM31	0.4835
GPRIN2	-0.5941
KLK10	-0.7037
SERPINF2	-0.1788
ULBP3	-0.2314
COX4I1	0.0037
FIS1	-0.1279
UBL4A	-0.3711
DERL1	0.0645
HLA-B	0.3404
HLA-C	0.242
SEC61A1	-0.4156
VDAC2	-0.0012
DDOST	-0.0335
RER1	-0.6593
DNM1L	-0.2497
LMAN1	-0.1235
MICA	-0.1992
MICB	-0.0848
RAET1G	-0.3605
RAET1L	-0.3992
TRAM1	-0.1741
ULBP1	-0.2145
ULBP2	-0.3137
DLG4	0.439
ARHGEF11	-0.4353
NXF2	-0.3108
TUBA4A	0.2631
TUBB	0.241
UPF2	0.1314
HTR2A	-0.3013
DLG1	0.2794
MAP1LC3A	0.0159
RAPGEF3	-0.3632
RAPGEF4	-0.2226
RHOB	0.5
UPI0000070D5E	-0.6715
MAP1LC3B	0.3086
PIAS1	0.0612
TRIM24	-0.1696
FKBP4	-0.2922
PROX1	-0.49
PIAS3	-0.0553
NR2B1	-0.3932
PSMC5	0.4015
NCOA1	0.3628
FAF1	-0.1835
RABAC1	0.2371
ACSL1	-0.7968
DYNC1H1	0.4398
DYNC1I1	0.3392
DYNC1I2	0.425
DYNC1LI1	0.3027
DYNC1LI2	0.2964
DYNLL2	0.4385
SUMO1	0.4767
KAT2A	0.2321
ACTR10	-0.0328
ACTR1A	0.2997
DCTN2	0.3216
DCTN3	0.3042
DCTN4	-0.0316
DCTN5	-0.04
DCTN6	0.0121
ATP1A2	-0.4204
ATP1A3	-0.3943
ATP1A4	-0.4085
ATP1B1	-0.0968
ATP1B2	-0.2322
ATP1B3	-0.1552
ATP1B4	-0.5313
FXYD2	-0.5001
FXYD4	-0.6667
NCOR1	0.3135
NCOR2	0.2401
SCNN1A	-0.4166
SCNN1B	-0.4122
SCNN1G	-0.4518
SGK1	-0.1842
TSC22D3	-0.3222
SPTA1	0.0151
CA2	-0.1124
PFKP	-0.6768
NTRK3	-0.3152
NTRK2	0.0776
ZNF354A	-0.9797
TUBA3C	-0.8682
MARK3	-0.2179
MTA1	0.0404
BCL2L11	-0.3871
POLH	-0.5709
PARD3	0.1625
SHROOM3	-0.9651
CLIP2	-0.9549
ZMYND11	-0.4482
TXNDC17	-0.6603
GLUD1	-0.1931
DNM3	-0.6311
PKIA	-0.6806
PKIB	-0.8372
PKIG	-0.9768
BCAS1	-0.9962
PAN2	-0.6806
GPHN	-0.0087
CS	-0.3036
C14orf1	-0.1467
ZHX1	-0.1635
PAX6	0.361
NDUFA4L2	-0.2128
THAP8	-0.8809
DNAJB9	-0.4561
DNMT1	-0.2917
DAZ1	-0.5396
TP53BP1	-0.0267
GLUL	-0.3962
ME2	-0.9806
MTR	-0.3024
GABARAPL2	0.4714
GABARAPL1	0.3588
C14orf119	0.0817
HOMER3	0.2087
MORN3	-0.1708
HMBOX1	0.1587
TSNARE1	0.1088
IHO1	-0.2789
CCDC28A	-0.7766
BMF	-0.5237
C19orf44	-0.8353
OR7C2	-0.9464
THAP10	-0.7148
FAM117B	-0.9358
ZNF710	-0.9742
SMCP	0.0201
FAM153A	-0.8784
RASGRP4	-0.2765
ODF3	-0.3295
C12orf40	-0.9375
DPPA3	-0.6566
PPP3R2	-0.3304
FAM53B	-0.9932
OTUD6A	-0.5178
INPP1	-0.3525
AMOTL2	0.0799
C14ORF1	-0.0207
B3GALT4	-0.5014
PCM1	0.1223
IQUB	-0.2759
NEK9	-0.5094
TNFRSF14	-0.2656
DYNLRB1	-0.1206
ERG28	0.2007
AAAS	-0.0685
BIRC5	0.1802
CCNB2	0.1127
CDCA8	0.0035
ABCE1	-0.2484
ACTR1B	-0.2267
AHCTF1	-0.2173
AHI1	-0.2179
AJUBA	-0.043
ALMS1	-0.1191
AMBRA1	-0.4677
ANK1	0.0339
ARCN1	0.0106
ARL13B	0.4418
ATG101	-0.362
ATG13	-0.2271
ATG14	-0.3816
B9D1	-0.2256
B9D2	0.1137
BECN1	0.181
BET1	0.1581
BICD1	-0.4672
BORA	-0.3992
BUB1	0.0187
BUB1B	0.034
BUB3	0.0918
C2CD3	-0.1688
CC2D2A	-0.223
CCP110	-0.1557
CD55	-0.1864
CD59	0.0451
CDC20	0.2451
CDCA5	-0.1792
CDK5RAP2	0.109
CENPC	-0.1597
CENPF	-0.1388
CENPH	-0.0491
CENPI	-0.1679
CENPJ	0.0032
CENPK	-0.0938
CENPL	-0.1587
CENPM	-0.1706
CENPN	-0.1087
CENPO	-0.1134
CENPP	-0.0003
CENPQ	-0.0864
CENPS	0.0415
CENPT	-0.1221
CENPU	-0.0814
CEP131	-0.0865
CEP135	-0.0848
CEP152	-0.0929
CEP162	-0.2096
CEP164	-0.0362
CEP192	-0.127
CEP250	-0.1115
CEP290	0.0169
CEP41	-0.1284
CEP57	0.1168
CEP63	0.2198
CEP70	0.6136
CEP72	0.0194
CEP76	0.376
CEP78	-0.1345
CEP83	-0.1906
CEP89	-0.2262
CEP97	-0.3201
CETN1	-0.4035
CHD6	-0.8156
CHUK	0.2783
CIDEA	-0.4551
CIDEB	0.4162
CIDEC	-0.4452
CKAP5	0.1555
CLASP2	-0.1331
CLHC1	-0.6303
CLIP1	-0.0884
CLUAP1	-0.0469
CNTRL	-0.1336
COG1	-0.0013
COG2	0.0538
COG3	0.0336
COG4	0.0463
COG5	0.0071
COG7	0.0231
COG8	0.0406
COPA	0.0856
COPB1	0.2683
COPE	0.0061
COPG1	0.0331
COPG2	0.0212
COPZ1	-0.0458
COPZ2	-0.0601
CSNK1D	0.41
DDX3X	-0.1664
DIABLO	0.0142
DSN1	-0.2158
DYNC2H1	-0.0323
DYNC2LI1	-0.1908
DYNLT1	0.017
DYRK1A	-0.3265
ELOC	0.2693
EML4	-0.263
ERCC6L	-0.2161
ESPL1	-0.1417
EXD1	-0.7896
FBF1	0.011
FBXW7	0.2365
FGFR1OP	-0.0877
FOLR1	-0.058
GALNT1	-0.2578
GALNT2	-0.2269
GORASP1	0.0175
HAP1	0.4281
HAUS1	0.2179
HAUS2	-0.1207
HAUS3	-0.0737
HAUS4	-0.1114
HAUS5	-0.084
HAUS6	-0.131
HAUS7	-0.0936
HAUS8	-0.0859
HDAC6	0.1722
HMMR	-0.2331
HSPB11	-0.1846
IFT122	-0.1024
IFT140	-0.1272
IFT172	-0.0306
IFT22	-0.2411
IFT27	-0.0654
IFT43	-0.1534
IFT46	-0.1422
IFT52	-0.0903
IFT74	-0.0581
IFT80	-0.1904
IFT81	-0.0868
IFT88	0.1052
IKBKB	0.2925
INCENP	-0.0591
IQCB1	-0.0272
KDELR1	-0.0345
KIF11	-0.1491
KIF15	-0.2452
KIF22	-0.2804
KIF23	-0.1422
KIF24	-0.188
KIF26A	-0.3298
KIF2A	0.0954
KIF2B	0.0189
KIF2C	0.0396
KIF3A	0.1721
KIF3B	0.0205
KIF3C	0.0015
KIF5A	-0.1007
KIFAP3	0.1408
KLC1	0.1101
KLC2	-0.1981
KNTC1	-0.2516
KRT18	0.0726
MAD1L1	0.1474
MAD2L1	0.1268
MARK4	-0.0923
MCM2	0.4351
MIS12	-0.2258
MKS1	-0.0875
MORC3	-0.7636
MZT1	-0.2936
MZT2A	-0.3502
MZT2B	-0.333
NDC1	-0.0634
NDC80	0.0518
NDE1	0.1994
NDEL1	0.2168
NEDD1	-0.138
NINL	0.1966
NME7	0.1335
NPHP1	-0.1548
NPHP4	0.0314
NSL1	-0.2361
NUDC	0.2952
NUF2	-0.1459
NUMA1	-0.1284
NUP107	0.1467
NUP133	0.2429
NUP153	-0.003
NUP155	-0.0617
NUP160	0.1501
NUP188	-0.0738
NUP205	-0.0645
